,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Age_Group,Credit_Amount_Group,Duration_Group
664,50,female,1,own,little,rich,1047,6,education,45-55,Low,<1yr
665,27,male,3,own,little,little,6314,24,vacation/others,25-35,High,1-2yrs
666,34,male,2,own,rich,moderate,3496,30,furniture/equipment,25-35,Medium,2-3yrs
667,27,female,2,own,little,little,3609,48,business,25-35,Medium,3-4yrs
668,43,male,2,rent,little,little,4843,12,car,35-45,Medium,<1yr
669,47,male,2,own,little,rich,3017,30,radio/TV,45-55,Medium,2-3yrs
670,27,male,1,own,moderate,little,4139,24,business,25-35,Medium,1-2yrs
671,31,male,2,own,moderate,little,5742,36,business,25-35,High,2-3yrs
672,42,male,3,own,little,little,10366,60,car,35-45,Very High,>4yrs
673,24,male,2,own,quite rich,little,2080,6,car,<25,Medium,<1yr
674,41,male,1,own,quite rich,little,2580,21,business,35-45,Medium,1-2yrs
675,26,female,3,rent,little,little,4530,30,radio/TV,25-35,Medium,2-3yrs
676,33,male,2,own,little,little,5150,24,furniture/equipment,25-35,High,1-2yrs
677,24,male,2,own,moderate,moderate,5595,72,radio/TV,<25,High,>4yrs
678,64,male,1,rent,little,little,2384,24,radio/TV,55-65,Medium,1-2yrs
679,26,female,2,own,little,little,1453,18,radio/TV,25-35,Low,1-2yrs
680,56,female,2,own,little,little,1538,6,education,55-65,Low,<1yr
681,37,male,2,free,little,little,2279,12,radio/TV,35-45,Medium,<1yr
682,33,male,2,own,little,little,1478,15,radio/TV,25-35,Low,1-2yrs
683,47,male,2,free,little,little,5103,24,radio/TV,45-55,High,1-2yrs
684,31,male,1,own,moderate,moderate,9857,36,business,25-35,High,2-3yrs
685,34,male,2,free,little,little,6527,60,car,25-35,High,>4yrs
686,27,male,2,own,little,rich,1347,10,radio/TV,25-35,Low,<1yr
687,30,male,2,free,moderate,moderate,2862,36,car,25-35,Medium,2-3yrs
688,35,male,2,own,moderate,little,2753,9,radio/TV,25-35,Medium,<1yr
689,31,male,2,own,rich,little,3651,12,car,25-35,Medium,<1yr
690,25,male,2,own,little,little,975,15,furniture/equipment,<25,Very Low,1-2yrs
691,25,female,1,own,moderate,moderate,2631,15,repairs,<25,Medium,1-2yrs
692,29,male,2,own,moderate,moderate,2896,24,radio/TV,25-35,Medium,1-2yrs
693,44,male,1,own,little,little,4716,6,car,35-45,Medium,<1yr
694,28,male,2,own,little,little,2284,24,radio/TV,25-35,Medium,1-2yrs
695,50,male,2,rent,quite rich,little,1236,6,car,45-55,Low,<1yr
696,29,male,2,own,little,moderate,1103,12,radio/TV,25-35,Low,<1yr
697,38,female,0,own,little,little,926,12,car,35-45,Very Low,<1yr
698,24,male,2,own,little,little,1800,18,radio/TV,<25,Low,1-2yrs
699,40,male,3,rent,little,rich,1905,15,education,35-45,Low,1-2yrs
700,29,female,1,rent,quite rich,little,1123,12,furniture/equipment,25-35,Low,<1yr
701,46,male,2,free,little,little,6331,48,car,45-55,High,3-4yrs
702,47,female,2,free,moderate,rich,1377,24,radio/TV,45-55,Low,1-2yrs
703,41,male,2,own,moderate,moderate,2503,30,business,35-45,Medium,2-3yrs
704,32,female,2,own,little,moderate,2528,27,business,25-35,Medium,2-3yrs
705,35,female,2,free,quite rich,little,5324,15,car,25-35,High,1-2yrs
706,24,male,2,own,moderate,moderate,6560,48,car,<25,High,3-4yrs
707,25,female,2,rent,little,moderate,2969,12,furniture/equipment,<25,Medium,<1yr
708,25,female,2,own,little,moderate,1206,9,radio/TV,<25,Low,<1yr
709,37,male,1,own,little,moderate,2118,9,radio/TV,35-45,Medium,<1yr
710,32,male,3,own,quite rich,little,629,18,radio/TV,25-35,Very Low,1-2yrs
711,35,female,2,free,little,little,1198,6,education,25-35,Low,<1yr
712,46,male,3,own,little,little,2476,21,car,45-55,Medium,1-2yrs
713,25,male,1,own,little,little,1138,9,radio/TV,<25,Low,<1yr
714,27,male,3,own,little,moderate,14027,60,car,25-35,Very High,>4yrs
715,63,male,2,own,little,little,7596,30,car,55-65,High,2-3yrs
716,40,male,2,own,little,little,3077,30,radio/TV,35-45,Medium,2-3yrs
717,32,male,3,free,little,little,1505,18,radio/TV,25-35,Low,1-2yrs
718,31,male,2,own,little,rich,3148,24,radio/TV,25-35,Medium,1-2yrs
719,31,male,2,own,moderate,moderate,6148,20,car,25-35,High,1-2yrs
720,34,male,3,own,little,rich,1337,9,radio/TV,25-35,Low,<1yr
721,24,female,2,rent,rich,moderate,433,6,education,<25,Very Low,<1yr
722,24,female,1,own,little,little,1228,12,car,<25,Low,<1yr
723,66,female,1,own,quite rich,moderate,790,9,radio/TV,>65,Very Low,<1yr
724,21,female,2,rent,little,little,2570,27,car,<25,Medium,2-3yrs
725,41,female,1,own,rich,little,250,6,car,35-45,Very Low,<1yr
726,47,male,1,own,quite rich,little,1316,15,radio/TV,45-55,Low,1-2yrs
727,25,female,2,rent,little,little,1882,18,radio/TV,<25,Low,1-2yrs
728,59,female,2,rent,little,moderate,6416,48,business,55-65,High,3-4yrs
729,36,male,2,own,rich,rich,1275,24,business,35-45,Low,1-2yrs
730,33,male,2,own,little,moderate,6403,24,radio/TV,25-35,High,1-2yrs
731,21,male,1,rent,little,little,1987,24,radio/TV,<25,Low,1-2yrs
732,44,female,1,own,little,moderate,760,8,radio/TV,35-45,Very Low,<1yr
733,28,female,2,rent,rich,little,2603,24,car,25-35,Medium,1-2yrs
734,37,female,2,own,little,little,3380,4,car,35-45,Medium,<1yr
735,29,female,0,own,little,moderate,3990,36,domestic appliances,25-35,Medium,2-3yrs
736,23,female,3,rent,little,moderate,11560,24,car,<25,Very High,1-2yrs
737,35,male,1,own,moderate,little,4380,18,car,25-35,Medium,1-2yrs
738,45,male,3,own,little,little,6761,6,car,35-45,High,<1yr
739,26,female,1,rent,moderate,moderate,4280,30,business,25-35,Medium,2-3yrs
740,32,male,2,own,moderate,little,2325,24,car,25-35,Medium,1-2yrs
741,23,male,1,own,little,moderate,1048,10,radio/TV,<25,Low,<1yr
742,41,male,2,own,little,little,3160,21,radio/TV,35-45,Medium,1-2yrs
743,22,male,2,own,quite rich,little,2483,24,furniture/equipment,<25,Medium,1-2yrs
744,30,male,3,own,little,little,14179,39,furniture/equipment,25-35,Very High,3-4yrs
745,28,male,1,own,little,little,1797,13,business,25-35,Low,1-2yrs
746,23,female,2,rent,little,little,2511,15,car,<25,Medium,1-2yrs
747,37,female,1,own,little,little,1274,12,car,35-45,Low,<1yr
748,26,male,2,own,little,little,5248,21,car,25-35,High,1-2yrs
749,33,male,2,own,little,little,3029,15,car,25-35,Medium,1-2yrs
750,49,female,2,own,little,little,428,6,furniture/equipment,45-55,Very Low,<1yr
751,23,female,1,own,little,little,976,18,car,<25,Very Low,1-2yrs
752,23,female,1,rent,moderate,moderate,841,12,business,<25,Very Low,<1yr
753,25,female,2,own,little,little,5771,30,radio/TV,<25,High,2-3yrs
754,55,male,2,free,rich,little,1555,12,repairs,45-55,Low,<1yr
755,32,female,2,rent,little,little,1285,24,car,25-35,Low,1-2yrs
756,74,male,0,own,little,rich,1299,6,car,>65,Low,<1yr
757,39,male,2,free,little,rich,1271,15,radio/TV,35-45,Low,1-2yrs
758,31,male,2,own,little,little,1393,24,car,25-35,Low,1-2yrs
759,35,male,2,own,little,little,691,12,car,25-35,Very Low,<1yr
760,59,female,2,own,little,little,5045,15,car,55-65,High,1-2yrs
761,24,female,2,rent,little,little,2124,18,furniture/equipment,<25,Medium,1-2yrs
762,24,male,1,own,little,little,2214,12,radio/TV,<25,Medium,<1yr
763,30,male,3,free,little,little,12680,21,car,25-35,Very High,1-2yrs
764,27,male,2,own,moderate,little,2463,24,car,25-35,Medium,1-2yrs
765,40,male,1,own,little,moderate,1155,12,radio/TV,35-45,Low,<1yr
766,31,male,1,own,little,little,3108,30,furniture/equipment,25-35,Medium,2-3yrs
767,31,female,2,rent,little,little,2901,10,car,25-35,Medium,<1yr
768,28,male,2,rent,little,moderate,3617,12,furniture/equipment,25-35,Medium,<1yr
769,63,male,1,own,little,little,1655,12,radio/TV,55-65,Low,<1yr
770,26,female,2,rent,little,little,2812,24,car,25-35,Medium,1-2yrs
771,25,female,3,own,little,little,8065,36,education,<25,High,2-3yrs
772,36,male,3,own,little,little,3275,21,car,35-45,Medium,1-2yrs
773,52,male,2,own,moderate,little,2223,24,radio/TV,45-55,Medium,1-2yrs
774,66,male,0,free,quite rich,rich,1480,12,car,>65,Low,<1yr
775,25,female,2,rent,little,little,1371,24,car,<25,Low,1-2yrs
776,37,male,2,own,little,little,3535,36,car,35-45,Medium,2-3yrs
777,25,female,2,own,little,little,3509,18,radio/TV,<25,Medium,1-2yrs
778,38,male,3,own,rich,little,5711,36,car,35-45,High,2-3yrs
779,67,female,2,own,little,moderate,3872,18,repairs,>65,Medium,1-2yrs
780,25,male,2,own,little,moderate,4933,39,radio/TV,<25,Medium,3-4yrs
781,60,male,2,own,rich,little,1940,24,car,55-65,Low,1-2yrs
782,31,male,1,own,little,moderate,1410,12,education,25-35,Low,<1yr
783,23,female,1,own,moderate,moderate,836,12,car,<25,Very Low,<1yr
784,60,male,3,own,little,moderate,6468,20,car,55-65,High,1-2yrs
785,35,male,1,own,rich,moderate,1941,18,business,25-35,Low,1-2yrs
786,40,male,2,own,quite rich,little,2675,22,radio/TV,35-45,Medium,1-2yrs
787,38,male,2,own,little,little,2751,48,car,35-45,Medium,3-4yrs
788,50,male,2,free,little,moderate,6224,48,education,45-55,High,3-4yrs
789,27,male,2,own,little,little,5998,40,education,25-35,High,3-4yrs
790,39,female,2,own,little,moderate,1188,21,business,35-45,Low,1-2yrs
791,41,male,3,own,little,little,6313,24,car,35-45,High,1-2yrs
792,27,male,2,own,little,little,1221,6,furniture/equipment,25-35,Low,<1yr
793,51,male,2,free,little,rich,2892,24,furniture/equipment,45-55,Medium,1-2yrs
794,32,male,2,rent,quite rich,little,3062,24,furniture/equipment,25-35,Medium,1-2yrs
795,22,female,2,rent,moderate,little,2301,9,furniture/equipment,<25,Medium,<1yr
796,51,male,2,free,little,little,7511,18,car,45-55,High,1-2yrs
797,22,female,1,rent,little,little,1258,12,furniture/equipment,<25,Low,<1yr
798,54,male,2,own,little,little,717,24,car,45-55,Very Low,1-2yrs
799,35,male,0,own,little,moderate,1549,9,car,25-35,Low,<1yr
800,54,male,2,free,little,little,1597,24,education,45-55,Low,1-2yrs
801,48,female,1,rent,little,moderate,1795,18,radio/TV,45-55,Low,1-2yrs
802,24,female,2,own,little,little,4272,20,furniture/equipment,<25,Medium,1-2yrs
803,35,male,2,own,little,little,976,12,radio/TV,25-35,Very Low,<1yr
804,24,female,0,rent,little,moderate,7472,12,car,<25,High,<1yr
805,24,male,2,own,little,little,9271,36,car,<25,High,2-3yrs
806,26,male,1,own,little,moderate,590,6,radio/TV,25-35,Very Low,<1yr
807,65,male,2,own,little,little,930,12,radio/TV,55-65,Very Low,<1yr
808,55,male,3,free,little,moderate,9283,42,car,45-55,High,3-4yrs
809,26,female,0,rent,little,moderate,1778,15,car,25-35,Low,1-2yrs
810,26,male,2,own,little,moderate,907,8,business,25-35,Very Low,<1yr
811,28,male,1,own,little,moderate,484,6,radio/TV,25-35,Very Low,<1yr
812,24,male,2,own,little,little,9629,36,car,<25,High,2-3yrs
813,54,male,2,own,little,little,3051,48,domestic appliances,45-55,Medium,3-4yrs
814,46,male,2,free,little,little,3931,48,car,45-55,Medium,3-4yrs
815,54,female,2,rent,little,moderate,7432,36,car,45-55,High,2-3yrs
816,62,male,2,own,quite rich,little,1338,6,domestic appliances,55-65,Low,<1yr
817,24,female,2,rent,little,little,1554,6,radio/TV,<25,Low,<1yr
818,43,male,3,own,little,little,15857,36,vacation/others,35-45,Very High,2-3yrs
819,26,male,2,own,little,little,1345,18,radio/TV,25-35,Low,1-2yrs
820,27,male,2,own,little,little,1101,12,car,25-35,Low,<1yr
821,24,male,2,own,little,rich,3016,12,radio/TV,<25,Medium,<1yr
822,41,male,2,own,little,little,2712,36,furniture/equipment,35-45,Medium,2-3yrs
823,47,male,1,own,little,little,731,8,car,45-55,Very Low,<1yr
824,35,male,3,own,little,little,3780,18,furniture/equipment,25-35,Medium,1-2yrs
825,30,male,2,own,little,little,1602,21,car,25-35,Low,1-2yrs
826,33,female,2,rent,little,little,3966,18,car,25-35,Medium,1-2yrs
827,36,male,2,own,little,little,4165,18,business,35-45,Medium,1-2yrs
828,47,male,2,free,little,little,8335,36,car,45-55,High,2-3yrs
829,38,male,2,free,little,moderate,6681,48,business,35-45,High,3-4yrs
830,44,male,2,own,quite rich,little,2375,24,business,35-45,Medium,1-2yrs
831,23,female,2,rent,little,little,1216,18,car,<25,Low,1-2yrs
832,29,male,2,rent,little,little,11816,45,business,25-35,Very High,3-4yrs
833,42,female,2,own,little,moderate,5084,24,radio/TV,35-45,High,1-2yrs
834,25,female,1,own,little,rich,2327,15,radio/TV,<25,Medium,1-2yrs
835,48,male,2,own,little,little,1082,12,car,45-55,Low,<1yr
836,21,female,2,own,little,little,886,12,radio/TV,<25,Very Low,<1yr
837,23,female,1,rent,little,little,601,4,furniture/equipment,<25,Very Low,<1yr
838,63,male,2,own,little,little,2957,24,car,55-65,Medium,1-2yrs
839,46,male,2,own,little,little,2611,24,radio/TV,45-55,Medium,1-2yrs
840,29,male,2,own,little,little,5179,36,furniture/equipment,25-35,High,2-3yrs
841,28,male,1,own,little,little,2993,21,car,25-35,Medium,1-2yrs
842,23,female,2,own,little,little,1943,18,repairs,<25,Low,1-2yrs
843,50,male,2,own,little,little,1559,24,business,45-55,Low,1-2yrs
844,47,male,2,own,little,little,3422,18,furniture/equipment,45-55,Medium,1-2yrs
845,35,male,2,own,little,moderate,3976,21,furniture/equipment,25-35,Medium,1-2yrs
846,68,male,2,rent,little,little,6761,18,car,>65,High,1-2yrs
847,28,male,2,own,little,little,1249,24,car,25-35,Low,1-2yrs
848,59,male,2,own,little,little,1364,9,radio/TV,55-65,Low,<1yr
849,57,male,1,own,little,little,709,12,radio/TV,55-65,Very Low,<1yr
850,33,male,2,rent,little,little,2235,20,car,25-35,Medium,1-2yrs
851,43,male,2,own,little,little,4042,24,car,35-45,Medium,1-2yrs
852,35,male,2,free,little,little,1471,15,radio/TV,25-35,Low,1-2yrs
853,32,male,1,free,little,little,1442,18,car,25-35,Low,1-2yrs
854,45,male,2,own,little,little,10875,36,car,35-45,Very High,2-3yrs
855,33,male,2,own,moderate,little,1474,24,car,25-35,Low,1-2yrs
856,40,female,2,own,little,little,894,10,education,35-45,Very Low,<1yr
857,28,male,2,free,little,little,3343,15,furniture/equipment,25-35,Medium,1-2yrs
858,29,female,2,own,little,little,3959,15,car,25-35,Medium,1-2yrs
859,26,male,2,rent,moderate,little,3577,9,car,25-35,Medium,<1yr
860,27,male,2,own,rich,little,5804,24,car,25-35,High,1-2yrs
861,28,male,2,own,little,little,2169,18,business,25-35,Medium,1-2yrs
862,35,female,2,own,little,little,2439,24,radio/TV,25-35,Medium,1-2yrs
863,32,male,1,own,rich,little,4526,27,furniture/equipment,25-35,Medium,2-3yrs
864,25,male,1,rent,little,little,2210,10,furniture/equipment,<25,Medium,<1yr
865,20,female,2,rent,quite rich,little,2221,15,furniture/equipment,<25,Medium,1-2yrs
866,27,female,2,own,little,little,2389,18,radio/TV,25-35,Medium,1-2yrs
867,42,male,2,own,little,little,3331,12,furniture/equipment,35-45,Medium,<1yr
868,37,male,2,own,little,little,7409,36,business,35-45,High,2-3yrs
869,24,female,2,rent,little,little,652,12,furniture/equipment,<25,Very Low,<1yr
870,40,female,2,own,quite rich,little,7678,36,furniture/equipment,35-45,High,2-3yrs
871,46,male,2,own,little,rich,1343,6,car,45-55,Low,<1yr
872,26,male,2,own,moderate,little,1382,24,business,25-35,Low,1-2yrs
873,24,female,2,own,little,little,874,15,domestic appliances,<25,Very Low,1-2yrs
874,29,male,1,own,little,little,3590,12,furniture/equipment,25-35,Medium,<1yr
875,40,female,2,own,rich,moderate,1322,11,car,35-45,Low,<1yr
876,36,male,3,free,little,little,1940,18,radio/TV,35-45,Low,1-2yrs
877,28,male,2,own,little,little,3595,36,radio/TV,25-35,Medium,2-3yrs
878,27,male,3,free,little,little,1422,9,car,25-35,Low,<1yr
879,36,male,2,own,little,little,6742,30,radio/TV,35-45,High,2-3yrs
880,38,male,3,own,little,little,7814,24,car,35-45,High,1-2yrs
881,48,male,2,free,little,little,9277,24,car,45-55,High,1-2yrs
882,36,male,2,own,little,moderate,2181,30,car,35-45,Medium,2-3yrs
883,65,female,0,own,little,little,1098,18,radio/TV,55-65,Low,1-2yrs
884,43,male,2,own,little,moderate,4057,24,furniture/equipment,35-45,Medium,1-2yrs
885,53,female,2,own,little,little,795,12,education,45-55,Very Low,<1yr
886,34,male,2,own,little,moderate,2825,24,business,25-35,Medium,1-2yrs
887,23,male,2,own,little,moderate,15672,48,business,<25,Very High,3-4yrs
888,34,male,3,own,little,little,6614,36,car,25-35,High,2-3yrs
889,40,male,2,rent,little,little,7824,28,car,35-45,High,2-3yrs
890,43,male,3,own,little,little,2442,27,business,35-45,Medium,2-3yrs
891,46,male,2,own,little,little,1829,15,radio/TV,45-55,Low,1-2yrs
892,38,male,1,own,little,little,2171,12,car,35-45,Medium,<1yr
893,34,male,2,own,little,moderate,5800,36,car,25-35,High,2-3yrs
894,29,male,2,own,little,little,1169,18,radio/TV,25-35,Low,1-2yrs
895,31,male,3,own,little,little,8947,36,car,25-35,High,2-3yrs
896,28,female,3,rent,little,little,2606,21,radio/TV,25-35,Medium,1-2yrs
897,35,female,2,own,rich,little,1592,12,furniture/equipment,25-35,Low,<1yr
898,33,female,1,rent,little,little,2186,15,furniture/equipment,25-35,Medium,1-2yrs
899,42,male,2,own,little,little,4153,18,furniture/equipment,35-45,Medium,1-2yrs
900,43,male,2,rent,little,little,2625,16,car,35-45,Medium,1-2yrs
901,44,male,2,own,little,little,3485,20,car,35-45,Medium,1-2yrs
902,42,male,2,free,little,little,10477,36,car,35-45,Very High,2-3yrs
903,40,male,2,rent,little,little,1386,15,radio/TV,35-45,Low,1-2yrs
904,36,male,3,own,little,little,1278,24,radio/TV,35-45,Low,1-2yrs
905,20,male,3,rent,little,little,1107,12,radio/TV,<25,Low,<1yr
906,24,male,1,own,little,little,3763,21,car,<25,Medium,1-2yrs
907,27,male,2,own,little,moderate,3711,36,education,25-35,Medium,2-3yrs
908,46,female,1,own,little,little,3594,15,car,45-55,Medium,1-2yrs
909,33,female,1,own,little,moderate,3195,9,car,25-35,Medium,<1yr
910,34,female,2,own,little,little,4454,36,radio/TV,25-35,Medium,2-3yrs
911,25,female,1,own,little,moderate,4736,24,furniture/equipment,<25,Medium,1-2yrs
912,25,female,2,own,little,moderate,2991,30,radio/TV,<25,Medium,2-3yrs
913,28,male,2,own,rich,little,2142,11,business,25-35,Medium,<1yr
914,31,male,2,rent,little,little,3161,24,business,25-35,Medium,1-2yrs
915,32,female,3,own,little,moderate,18424,48,vacation/others,25-35,Very High,3-4yrs
916,32,male,2,own,moderate,little,2848,10,car,25-35,Medium,<1yr
917,68,male,3,own,little,little,14896,6,car,>65,Very High,<1yr
918,33,male,2,own,moderate,little,2359,24,furniture/equipment,25-35,Medium,1-2yrs
919,39,male,3,rent,little,little,3345,24,furniture/equipment,35-45,Medium,1-2yrs
920,28,female,2,own,little,little,1817,18,furniture/equipment,25-35,Low,1-2yrs
921,37,male,3,own,quite rich,little,12749,48,radio/TV,35-45,Very High,3-4yrs
922,22,female,2,rent,little,little,1366,9,radio/TV,<25,Low,<1yr
923,30,male,2,rent,little,moderate,2002,12,car,25-35,Medium,<1yr
924,55,male,2,own,little,little,6872,24,furniture/equipment,45-55,High,1-2yrs
925,46,male,2,own,little,little,697,12,car,45-55,Very Low,<1yr
926,21,female,2,rent,little,little,1049,18,furniture/equipment,<25,Low,1-2yrs
927,39,male,2,free,little,little,10297,48,car,35-45,Very High,3-4yrs
928,58,male,2,own,little,little,1867,30,radio/TV,55-65,Low,2-3yrs
929,43,male,1,own,little,little,1344,12,car,35-45,Low,<1yr
930,24,male,1,own,little,little,1747,24,furniture/equipment,<25,Low,1-2yrs
931,22,female,2,own,little,moderate,1670,9,radio/TV,<25,Low,<1yr
932,30,male,2,own,little,little,1224,9,car,25-35,Low,<1yr
933,42,male,2,own,quite rich,little,522,12,radio/TV,35-45,Very Low,<1yr
934,23,female,2,own,little,little,1498,12,radio/TV,<25,Low,<1yr
935,30,male,3,own,moderate,moderate,1919,30,radio/TV,25-35,Low,2-3yrs
936,28,female,1,own,little,rich,745,9,radio/TV,25-35,Very Low,<1yr
937,30,male,3,rent,little,moderate,2063,6,radio/TV,25-35,Medium,<1yr
938,42,male,2,free,little,moderate,6288,60,education,35-45,High,>4yrs
939,46,male,3,own,little,little,6842,24,car,45-55,High,1-2yrs
940,45,male,3,own,little,little,3527,12,car,35-45,Medium,<1yr
941,31,male,1,own,little,little,1546,10,car,25-35,Low,<1yr
942,31,male,2,own,little,little,929,24,furniture/equipment,25-35,Very Low,1-2yrs
943,42,male,1,own,little,little,1455,4,car,35-45,Low,<1yr
944,46,female,2,rent,little,little,1845,15,furniture/equipment,45-55,Low,1-2yrs
945,30,female,2,own,quite rich,moderate,8358,48,car,25-35,High,3-4yrs
946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,25-35,Medium,1-2yrs
947,38,male,3,own,little,little,2859,12,car,35-45,Medium,<1yr
948,43,male,1,own,little,little,1533,18,furniture/equipment,35-45,Low,1-2yrs
949,31,male,2,own,moderate,little,3621,24,radio/TV,25-35,Medium,1-2yrs
950,40,male,0,own,little,moderate,3590,18,business,35-45,Medium,1-2yrs
951,24,male,2,own,little,little,2145,36,business,<25,Medium,2-3yrs
952,28,female,2,rent,quite rich,moderate,4113,24,car,25-35,Medium,1-2yrs
953,26,female,3,own,little,little,10974,36,furniture/equipment,25-35,Very High,2-3yrs
954,29,female,2,own,little,little,1893,12,car,25-35,Low,<1yr
955,57,female,3,rent,rich,little,1231,24,radio/TV,55-65,Low,1-2yrs
956,49,male,1,own,little,rich,3656,30,radio/TV,45-55,Medium,2-3yrs
957,37,male,1,own,little,moderate,1154,9,radio/TV,35-45,Low,<1yr
958,45,male,1,own,little,little,4006,28,car,35-45,Medium,2-3yrs
959,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,25-35,Medium,1-2yrs
960,30,male,2,rent,little,little,1740,6,radio/TV,25-35,Low,<1yr
961,47,male,2,own,little,moderate,2353,21,car,45-55,Medium,1-2yrs
962,29,male,2,own,little,little,3556,15,car,25-35,Medium,1-2yrs
963,35,male,2,own,quite rich,little,2397,24,radio/TV,25-35,Medium,1-2yrs
964,22,male,1,own,little,moderate,454,6,repairs,<25,Very Low,<1yr
965,26,female,2,own,little,moderate,1715,30,radio/TV,25-35,Low,2-3yrs
966,23,male,1,own,quite rich,moderate,2520,27,radio/TV,<25,Medium,2-3yrs
967,54,female,3,rent,little,little,3568,15,radio/TV,45-55,Medium,1-2yrs
968,29,male,2,rent,little,little,7166,42,radio/TV,25-35,High,3-4yrs
969,40,male,1,own,little,little,3939,11,car,35-45,Medium,<1yr
970,22,male,2,own,moderate,moderate,1514,15,repairs,<25,Low,1-2yrs
971,43,male,1,own,little,little,7393,24,car,35-45,High,1-2yrs
972,29,female,0,rent,little,little,1193,24,car,25-35,Low,1-2yrs
973,36,male,2,rent,little,little,7297,60,business,35-45,High,>4yrs
974,33,female,2,own,little,little,2831,30,radio/TV,25-35,Medium,2-3yrs
975,57,female,1,own,quite rich,rich,1258,24,radio/TV,55-65,Low,1-2yrs
976,64,female,2,own,little,moderate,753,6,radio/TV,55-65,Very Low,<1yr
977,42,male,2,own,little,moderate,2427,18,business,35-45,Medium,1-2yrs
978,47,male,1,own,little,little,2538,24,car,45-55,Medium,1-2yrs
979,25,male,2,rent,moderate,moderate,1264,15,car,<25,Low,1-2yrs
980,49,male,2,own,little,moderate,8386,30,furniture/equipment,45-55,High,2-3yrs
981,33,male,3,rent,little,little,4844,48,business,25-35,Medium,3-4yrs
982,28,female,3,own,moderate,rich,2923,21,car,25-35,Medium,1-2yrs
983,26,male,2,own,little,little,8229,36,car,25-35,High,2-3yrs
984,30,male,1,own,little,little,2028,24,furniture/equipment,25-35,Medium,1-2yrs
985,25,female,2,rent,little,little,1433,15,furniture/equipment,<25,Low,1-2yrs
986,33,male,2,own,little,rich,6289,42,business,25-35,High,3-4yrs
987,64,female,2,own,moderate,little,1409,13,radio/TV,55-65,Low,1-2yrs
988,29,male,3,free,little,little,6579,24,car,25-35,High,1-2yrs
989,48,male,1,own,little,moderate,1743,24,radio/TV,45-55,Low,1-2yrs
990,37,male,1,own,little,little,3565,12,education,35-45,Medium,<1yr
991,34,male,1,own,moderate,little,1569,15,radio/TV,25-35,Low,1-2yrs
992,23,male,1,rent,little,little,1936,18,radio/TV,<25,Low,1-2yrs
993,30,male,3,own,little,little,3959,36,furniture/equipment,25-35,Medium,2-3yrs
994,50,male,2,own,little,little,2390,12,car,45-55,Medium,<1yr
995,31,female,1,own,little,little,1736,12,furniture/equipment,25-35,Low,<1yr
996,40,male,3,own,little,little,3857,30,car,35-45,Medium,2-3yrs
997,38,male,2,own,little,little,804,12,radio/TV,35-45,Very Low,<1yr
998,23,male,2,free,little,little,1845,45,radio/TV,<25,Low,3-4yrs
999,27,male,2,own,moderate,moderate,4576,45,car,25-35,Medium,3-4yrs
